policy_id,insured_id,snapshot_date,policy_effective_date,policy_expiration_date,coverage_type,vehicle_count,vehicle_avg_age,driver_count,driver_avg_age,years_in_business,prior_year_mileage_000,business_type,state,prior_apd_claim_count,prior_al_claim_count,prior_loss_amount,deductible,coverage_limit_000,annual_premium,payment_frequency,risk_score_external,num_heavy_vehicles,late_payment_count,first_claim_reported_date,claim_paid_amount_current_period,claim_status_current_period,days_to_first_claim_report
POL-017173,INS-00400,2023-12-09,2023-06-22,2024-06-21,AL,4,6.9,7,37.0,6.6,47.4,Trucking,PA,0,0,0.0,5000,300,5490.93,Annual,30.04,1,3.0,,,,
POL-017174,INS-00671,2024-03-17,2023-10-22,2024-10-21,AL,10,3.0,7,28.2,2.6,273.9,Retail,PA,1,1,19928.2,2500,500,5995.32,Annual,29.86,1,0.0,,,,
POL-017175,INS-00461,2023-09-08,2023-07-27,2024-07-26,AL,5,6.1,8,55.5,3.7,108.8,Construction,OH,0,0,0.0,250,300,7404.23,Monthly,33.11,0,,,,,
POL-017176,INS-00155,2023-05-13,2023-01-21,2024-01-21,AL,7,0.0,7,49.9,1.4,145.4,Other,CA,0,0,0.0,1000,1000,10844.35,Monthly,51.29,1,1.0,,,,
POL-017177,INS-00744,2023-10-08,2023-08-18,2024-08-17,AL,6,4.8,7,47.7,4.3,141.4,Service,CA,0,1,2333.02,500,1000,13023.79,Annual,37.98,0,1.0,,,,
POL-017178,INS-00620,2024-03-02,2024-02-08,2025-02-07,AL,9,5.9,6,32.3,5.5,329.2,Trucking,WA,1,0,17073.15,2500,500,8619.63,Annual,33.47,2,2.0,,,,
POL-017179,INS-00077,2023-04-14,2022-10-26,2023-10-26,AL,8,4.4,7,27.9,7.3,152.6,Retail,TX,1,0,9066.31,250,500,11815.82,Monthly,13.46,0,0.0,,,,
POL-017180,INS-00235,2024-05-24,2023-12-07,2024-12-06,AL,6,6.5,7,35.4,28.7,110.3,Trucking,OH,1,0,29668.41,250,300,11780.18,Quarterly,69.73,2,1.0,,,,
POL-017181,INS-00167,2023-03-28,2022-11-08,2023-11-08,AL,6,2.6,8,52.0,12.4,107.5,Construction,NC,1,1,121392.23,2500,300,18166.67,Quarterly,89.1,2,1.0,,,,
POL-017182,INS-00086,2023-01-31,2022-09-25,2023-09-25,AL,6,1.3,4,43.6,13.0,165.1,service,CO,0,0,0.0,1000,500,12290.59,Monthly,1.46,2,1.0,,,,
POL-017183,INS-00057,2023-02-19,2023-02-08,2024-02-08,AL,11,8.0,7,34.7,13.0,597.5,Retail,PA,1,1,32850.04,1000,1000,14851.39,Annual,81.48,3,,,,,
POL-017184,INS-00543,2023-12-20,2023-11-08,2024-11-07,AL,11,4.1,5,51.1,3.2,236.5,construction,TX,0,2,31513.75,2500,500,17009.36,Monthly,23.73,2,0.0,,,,
POL-017185,INS-00078,2024-05-01,2023-11-05,2024-11-04,AL,14,6.3,1,43.9,5.1,328.4,Retail,AZ,0,1,9637.48,250,1000,40000.0,Monthly,21.35,5,0.0,,,,
POL-017186,INS-00237,2024-01-10,2023-08-04,2024-08-03,AL,8,0.0,6,43.4,20.5,,other,PA,2,0,14021.17,250,500,10647.94,Annual,78.94,2,2.0,,,,
POL-017187,INS-00300,2023-02-15,2022-08-23,2023-08-23,AL,11,9.3,3,38.2,4.9,235.4,Trucking,NC,1,0,,500,500,10882.13,Quarterly,56.75,3,0.0,,,,
POL-017188,INS-00048,2024-02-05,2023-12-27,2024-12-26,AL,7,9.8,3,33.3,1.0,171.0,CONSTRUCTION,IL,0,0,0.0,1000,500,13793.2,,76.54,1,2.0,,,,
POL-017189,INS-00728,2023-08-10,2023-02-17,2024-02-17,AL,3,6.6,6,47.7,8.3,71.0,Trucking,CO,0,0,0.0,1000,300,21829.75,Quarterly,82.42,0,0.0,,,,
POL-017190,INS-00019,2024-03-24,2023-10-30,2024-10-29,AL,11,10.7,3,39.3,1.8,264.0,Trucking,WA,1,0,5691.98,500,300,6102.53,Annual,56.78,1,0.0,,,,
POL-017191,INS-00347,2023-07-15,2023-06-01,2024-05-31,AL,6,6.7,5,42.8,12.8,320.7,Trucking,FL,0,0,0.0,2500,1000,6064.65,Quarterly,20.35,0,1.0,9999-01-01,-999.0,INVALID,-999.0
POL-017192,INS-00504,2023-07-07,2023-01-23,2024-01-23,AL,9,6.0,3,49.5,9.3,570.8,service,CA,1,0,5524.0,2500,1000,6519.35,Annual,71.55,0,2.0,,,,
POL-017193,INS-00650,2024-03-25,2023-12-16,2024-12-15,AL,12,10.2,8,46.0,18.2,284.5,Construction,CA,0,1,7246.88,1000,300,17249.06,Annual,63.0,2,3.0,,,,
POL-017194,INS-00738,2023-09-08,2023-07-04,2024-07-03,AL,12,0.9,2,41.9,1.1,264.5,Retail,IL,0,0,,500,300,7893.73,Annual,27.17,3,,,,,
POL-017195,INS-00748,2023-02-04,2022-08-20,2023-08-20,AL,10,6.5,4,36.2,8.6,440.7,Construction,NY,2,0,28269.35,5000,500,7807.33,Quarterly,24.3,0,0.0,,,,
POL-017196,INS-00726,2024-04-29,2024-03-04,2025-03-04,AL,8,1.4,4,46.5,1.6,68.6,Construction,TX,0,1,9745.2,1000,500,11428.0,Monthly,77.9,1,1.0,9999-01-01,-999.0,INVALID,-999.0
POL-017197,INS-00329,2024-04-23,2023-12-02,2024-12-01,AL,11,6.2,7,41.0,2.8,,construction,PA,0,1,54197.02,5000,500,18253.22,Annual,84.01,3,0.0,,,,
POL-017198,INS-00573,2023-08-05,2023-06-09,2024-06-08,AL,10,4.8,9,40.6,2.5,216.9,Retail,NY,0,1,3262.04,2500,500,6784.42,,58.56,3,1.0,,,,
POL-017199,INS-00150,2024-02-27,2023-12-05,2024-12-04,AL,8,6.5,7,52.4,9.6,157.3,Service,PA,0,2,26022.19,1000,300,16129.6,Monthly,79.8,4,1.0,,,,
POL-017200,INS-00667,2023-05-26,2023-04-06,2024-04-05,AL,11,7.2,5,41.6,20.8,377.2,TRUCKING,CO,1,1,52344.13,1000,500,9309.73,Monthly,75.54,4,0.0,,,,
POL-017201,INS-00376,2024-04-19,2024-04-08,2025-04-08,AL,6,10.5,6,45.6,4.9,87.7,Trucking,CA,0,0,0.0,2500,1000,17977.42,Monthly,77.04,1,1.0,,,,
POL-017202,INS-00318,2023-03-14,2022-10-02,2023-10-02,AL,8,1.3,6,44.4,6.8,472.4,Retail,CA,0,0,0.0,500,500,8882.54,Monthly,85.26,3,3.0,,,,
POL-017203,INS-00263,2023-08-29,2023-05-27,2024-05-26,AL,8,5.8,8,40.2,5.2,147.7,RETAIL,NY,0,0,0.0,500,300,16068.39,Monthly,47.52,1,1.0,,,,
POL-017204,INS-00258,2024-02-26,2024-02-15,2025-02-14,AL,12,4.5,7,33.9,5.6,313.5,trucking,PA,1,2,15541.01,5000,500,6210.75,Annual,97.82,3,0.0,,,,
POL-017205,INS-00076,2024-03-12,2023-11-29,2024-11-28,AL,6,6.5,5,35.0,4.0,128.9,trucking,PA,0,0,0.0,1000,300,10304.52,Quarterly,42.29,1,0.0,9999-01-01,-999.0,INVALID,-999.0
POL-017206,INS-00664,2023-05-03,2023-02-28,2024-02-28,AL,10,0.8,11,43.1,7.9,499.9,RETAIL,AZ,1,1,13660.61,5000,1000,16012.96,Monthly,45.19,2,3.0,,,,
POL-017207,INS-00613,2023-07-10,2023-03-02,2024-03-01,AL,7,4.9,8,41.7,1.9,,Rideshare,AZ,0,0,0.0,1000,300,13026.68,Monthly,36.75,1,2.0,,,,
POL-017208,INS-00181,2023-10-05,2023-09-21,2024-09-20,AL,5,5.7,4,38.2,7.6,318.4,Other,CO,0,0,0.0,5000,1000,14729.22,Quarterly,39.02,0,0.0,,,,
POL-017209,INS-00696,2023-12-06,2023-06-20,2024-06-19,AL,4,4.7,7,43.7,6.4,177.7,Other,CA,0,1,2369.76,500,300,27365.41,Monthly,22.33,2,0.0,9999-01-01,-999.0,INVALID,-999.0
POL-017210,INS-00232,2024-05-14,2024-02-26,2025-02-25,AL,8,2.7,8,29.3,6.3,169.6,Trucking,TX,1,0,6127.42,1000,300,24117.47,Quarterly,59.95,2,2.0,,,,
POL-017211,INS-00149,2023-08-11,2023-04-22,2024-04-21,AL,6,6.3,4,42.3,4.7,116.1,construction,GA,1,0,7090.36,250,100,4547.16,Annual,59.57,1,1.0,,,,
POL-017212,INS-00051,2024-04-16,2024-02-23,2025-02-22,AL,9,7.9,8,48.5,5.2,251.8,Trucking,NC,0,0,0.0,2500,100,6588.37,Monthly,39.37,1,1.0,,,,
POL-017213,INS-00218,2023-05-09,2023-04-01,2024-03-31,AL,11,3.4,6,30.5,12.7,404.1,Trucking,NC,0,0,0.0,2500,500,11217.44,Monthly,63.78,2,3.0,,,,
POL-017214,INS-00388,2024-01-21,2023-09-02,2024-09-01,AL,4,7.3,7,38.0,12.7,274.7,RETAIL,FL,0,0,0.0,2500,300,6043.74,Monthly,67.2,0,1.0,,,,
POL-017215,INS-00432,2024-02-26,2023-09-22,2024-09-21,AL,9,6.2,7,37.8,20.9,356.8,Construction,TX,0,1,6450.19,1000,300,9110.34,Annual,2.23,0,1.0,,,,
POL-017216,INS-00331,2023-04-13,2022-11-06,2023-11-06,AL,9,4.4,5,44.6,1.5,355.2,trucking,FL,3,0,31490.73,5000,300,12864.72,Annual,13.55,2,,,,,
POL-017217,INS-00092,2024-05-02,2023-11-26,2024-11-25,AL,12,3.8,3,40.5,24.6,172.2,Retail,FL,4,0,35074.32,250,300,8536.19,Monthly,46.63,3,0.0,9999-01-01,-999.0,INVALID,-999.0
POL-017218,INS-00491,2023-12-30,2023-08-03,2024-08-02,AL,9,6.4,6,52.0,1.1,217.7,Construction,FL,2,0,17082.6,5000,500,11463.59,Annual,70.56,1,0.0,,,,
POL-017219,INS-00503,2024-01-18,2023-09-04,2024-09-03,AL,6,6.2,5,35.1,2.5,72.7,Other,CA,0,0,0.0,1000,300,16462.91,Quarterly,75.41,0,2.0,,,,
POL-017220,INS-00662,2023-05-05,2022-12-30,2023-12-30,AL,6,3.1,6,47.8,7.7,337.7,Retail,CA,1,0,4898.17,1000,500,8137.17,Quarterly,12.89,1,,,,,
POL-017221,INS-00487,2023-04-17,2023-02-23,2024-02-23,AL,7,8.2,9,50.9,16.2,221.4,Service,TX,1,0,27619.63,1000,100,16912.28,Monthly,76.16,1,0.0,,,,
POL-017222,INS-00187,2024-04-13,2023-12-25,2024-12-24,AL,9,4.5,7,54.7,1.6,372.7,Service,PA,0,0,0.0,2500,300,10875.19,Monthly,10.52,2,1.0,9999-01-01,-999.0,INVALID,-999.0
POL-017223,INS-00077,2023-06-03,2023-02-24,2024-02-24,AL,7,6.2,8,30.1,33.9,83.4,construction,OH,2,1,45355.4,250,100,9140.17,Monthly,51.66,1,0.0,,,,
POL-017224,INS-00668,2023-07-20,2023-07-20,2024-07-19,AL,5,0.9,7,38.9,16.7,142.7,Retail,TX,0,1,19981.47,1000,100,22012.25,Quarterly,13.99,1,2.0,,,,
POL-017225,INS-00256,2024-02-21,2023-10-30,2024-10-29,AL,8,8.0,3,,1.0,153.1,Trucking,FL,2,0,,250,1000,11264.13,Quarterly,61.74,0,0.0,,,,
POL-017226,INS-00516,2023-05-11,2023-03-09,2024-03-08,AL,11,2.2,9,37.9,9.5,239.2,Service,CA,0,1,16908.33,2500,500,17130.31,Annual,97.22,1,0.0,9999-01-01,-999.0,INVALID,-999.0
POL-017227,INS-00152,2023-03-23,2022-10-12,2023-10-12,AL,8,1.5,13,48.7,2.9,240.4,Service,IL,0,1,10080.47,1000,100,20434.13,Monthly,24.85,3,0.0,,,,
POL-017228,INS-00355,2023-07-08,2023-01-12,2024-01-12,AL,10,5.8,10,41.4,1.0,272.8,Retail,IL,1,1,,5000,1000,22760.38,Quarterly,,2,0.0,,,,
POL-017229,INS-00404,2023-10-01,2023-09-21,2024-09-20,AL,12,9.5,2,41.9,4.7,190.6,Retail,FL,2,0,7171.67,5000,500,15924.04,Quarterly,56.63,1,1.0,,,,
POL-017230,INS-00236,2023-09-15,2023-08-06,2024-08-05,AL,11,3.7,7,35.3,17.6,108.7,Construction,GA,0,0,0.0,5000,100,19142.87,Monthly,70.4,1,0.0,,,,
POL-017231,INS-00051,2023-01-14,2022-08-30,2023-08-30,AL,9,3.7,7,35.4,3.4,,Trucking,CA,1,0,,5000,300,15177.74,Quarterly,93.97,3,3.0,,,,
POL-017232,INS-00497,2023-07-25,2023-02-20,2024-02-20,AL,8,4.7,9,35.6,1.0,104.4,Trucking,FL,1,0,3963.07,5000,500,15140.82,Annual,96.63,0,1.0,,,,
POL-017233,INS-00663,2023-03-03,2022-12-30,2023-12-30,AL,7,11.0,6,49.0,10.3,155.5,Construction,TX,1,0,15106.8,1000,500,11591.64,Quarterly,25.84,0,,9999-01-01,-999.0,INVALID,-999.0
POL-017234,INS-00202,2023-12-29,2023-12-07,2024-12-06,AL,7,4.1,6,32.6,1.0,201.5,RETAIL,NC,0,1,3337.8,5000,300,16243.21,Annual,56.96,0,1.0,,,,
POL-017235,INS-00267,2023-09-15,2023-08-23,2024-08-22,AL,5,4.5,5,46.9,6.7,135.4,Retail,OH,0,0,0.0,500,500,11310.08,Annual,64.52,1,1.0,,,,
POL-017236,INS-00454,2023-01-09,2022-11-14,2023-11-14,AL,8,3.6,8,50.7,6.1,133.5,Retail,OH,3,0,48508.27,500,1000,13723.25,Quarterly,8.56,5,0.0,9999-01-01,-999.0,INVALID,-999.0
POL-017237,INS-00644,2024-05-23,2024-02-21,2025-02-20,AL,8,4.5,5,44.1,2.2,339.7,Trucking,WA,0,0,0.0,1000,500,18832.99,Annual,45.63,3,0.0,,,,
POL-017238,INS-00196,2023-01-03,2022-09-18,2023-09-18,AL,12,4.3,9,45.3,13.8,278.3,TRUCKING,WA,3,0,40298.71,1000,1000,10322.34,Quarterly,41.37,2,1.0,,,,
POL-017239,INS-00135,2023-05-22,2023-03-06,2024-03-05,AL,9,7.5,6,40.1,12.6,348.5,Retail,TX,2,0,49895.15,5000,100,9917.76,Quarterly,2.42,1,0.0,,,,
POL-017240,INS-00442,2024-03-01,2024-02-02,2025-02-01,AL,4,5.7,9,42.1,3.5,,Other,CO,0,0,0.0,1000,500,15038.42,Annual,72.28,0,2.0,,,,
POL-017241,INS-00641,2024-06-02,2023-12-27,2024-12-26,AL,4,0.0,6,32.1,7.2,93.3,Service,CA,1,1,13946.29,1000,300,13285.25,Annual,35.81,0,1.0,,,,
POL-017242,INS-00742,2023-10-28,2023-06-02,2024-06-01,AL,9,5.2,12,38.0,9.2,116.6,Construction,FL,2,0,15998.14,250,300,8513.69,Annual,83.66,0,0.0,9999-01-01,-999.0,INVALID,-999.0
POL-017243,INS-00214,2024-04-29,2023-12-23,2024-12-22,AL,5,1.8,5,,7.1,153.2,Construction,NC,0,0,0.0,2500,1000,12845.78,Quarterly,73.99,0,1.0,,,,
POL-017244,INS-00363,2023-08-11,2023-04-24,2024-04-23,AL,9,2.2,5,37.7,23.8,431.6,Trucking,OH,2,0,7592.67,250,1000,29166.44,Quarterly,99.77,2,0.0,,,,
POL-017245,INS-00612,2023-09-19,2023-07-27,2024-07-26,AL,9,2.2,7,36.5,9.4,382.8,Retail,AZ,1,1,,1000,1000,14867.2,Quarterly,18.71,3,0.0,9999-01-01,-999.0,INVALID,-999.0
POL-017246,INS-00309,2023-03-26,2023-01-16,2024-01-16,AL,4,6.0,6,30.7,1.0,,Retail,OH,0,0,0.0,1000,1000,17170.47,Annual,25.61,1,0.0,,,,
POL-017247,INS-00015,2023-08-26,2023-04-17,2024-04-16,AL,4,2.2,7,33.7,1.8,83.4,Retail,PA,0,0,0.0,5000,300,11831.05,Quarterly,73.11,1,0.0,9999-01-01,-999.0,INVALID,-999.0
POL-017248,INS-00743,2023-12-11,2023-07-12,2024-07-11,AL,6,13.6,3,28.2,5.6,,Service,AZ,1,0,19475.76,2500,300,10554.01,Monthly,52.87,0,0.0,,,,
POL-017249,INS-00551,2023-06-26,2023-01-31,2024-01-31,AL,9,6.8,3,28.6,1.0,167.6,Construction,AZ,0,0,0.0,5000,300,14811.44,Monthly,89.69,3,0.0,,,,
POL-017250,INS-00301,2023-04-24,2022-12-19,2023-12-19,AL,5,7.5,12,34.7,10.1,117.0,Retail,CO,0,0,,2500,500,24944.23,Annual,24.37,0,2.0,,,,
POL-017251,INS-00229,2023-07-06,2023-02-25,2024-02-25,AL,9,5.0,8,28.1,12.3,429.6,Retail,NY,0,0,0.0,250,300,5697.38,Quarterly,26.78,1,1.0,,,,
POL-017252,INS-00675,2023-10-31,2023-10-08,2024-10-07,AL,3,7.0,4,42.0,1.0,45.5,Construction,PA,1,0,,1000,500,7154.22,Monthly,47.37,0,0.0,,,,
POL-017253,INS-00141,2024-04-14,2023-10-30,2024-10-29,AL,8,6.3,3,27.8,22.6,438.6,service,FL,0,0,0.0,5000,1000,8719.22,Monthly,28.23,3,1.0,,,,
POL-017254,INS-00227,2023-06-12,2023-03-03,2024-03-02,AL,8,0.3,7,44.5,1.0,98.9,RIDESHARE,PA,0,0,0.0,1000,300,9982.31,Monthly,89.58,3,2.0,9999-01-01,-999.0,INVALID,-999.0
POL-017255,INS-00338,2024-02-18,2024-01-02,2025-01-01,AL,10,5.0,10,29.8,21.2,191.0,Retail,PA,2,0,57256.82,5000,500,19724.49,Annual,97.08,1,1.0,,,,
POL-017256,INS-00588,2023-04-28,2023-03-29,2024-03-28,AL,6,3.4,3,48.2,1.7,208.9,Construction,IL,0,0,0.0,1000,500,17887.28,Quarterly,37.0,0,3.0,,,,
POL-017257,INS-00458,2024-01-28,2023-08-26,2024-08-25,AL,9,2.7,10,37.6,6.4,346.0,Trucking,PA,0,0,0.0,250,500,4968.76,Quarterly,34.82,1,1.0,9999-01-01,-999.0,INVALID,-999.0
POL-017258,INS-00265,2024-06-08,2024-01-23,2025-01-22,AL,4,5.2,4,45.0,6.2,123.3,Trucking,OH,1,1,14933.03,500,500,8246.06,Annual,13.34,1,0.0,,,,
POL-017259,INS-00630,2023-01-08,2022-09-26,2023-09-26,AL,9,5.7,7,30.6,2.7,136.5,Construction,OH,0,0,0.0,5000,500,10424.85,Quarterly,71.14,0,0.0,,,,
POL-017260,INS-00512,2023-08-18,2023-07-01,2024-06-30,AL,5,8.1,2,40.6,4.4,73.6,trucking,NY,0,0,0.0,500,500,10440.43,Quarterly,0.33,0,0.0,,,,
POL-017261,INS-00661,2023-05-03,2022-12-28,2023-12-28,AL,7,3.6,2,,6.4,419.9,Service,NC,0,0,,500,1000,10366.28,Quarterly,41.28,1,0.0,,,,
POL-017262,INS-00196,2023-05-12,2023-03-03,2024-03-02,AL,4,1.5,5,44.0,4.6,115.7,Retail,TX,0,0,0.0,250,500,5972.38,Monthly,60.97,0,1.0,,,,
POL-017263,INS-00282,2024-01-12,2023-08-10,2024-08-09,AL,8,6.9,5,38.7,4.5,261.0,Trucking,NC,0,0,0.0,500,1000,15827.64,Monthly,76.38,1,1.0,,,,
POL-017264,INS-00169,2023-02-05,2022-12-02,2023-12-02,AL,4,6.3,3,31.4,20.0,55.4,Trucking,FL,0,0,0.0,250,1000,7381.64,Annual,65.89,0,0.0,,,,
POL-017265,INS-00458,2024-01-24,2023-09-20,2024-09-19,AL,6,4.6,7,50.9,9.1,,Trucking,FL,0,0,0.0,1000,1000,12090.91,Quarterly,47.9,0,2.0,,,,
POL-017266,INS-00399,2023-06-05,2023-03-11,2024-03-10,AL,7,6.1,5,41.1,3.0,394.4,Other,GA,0,0,0.0,5000,300,13996.81,Annual,10.37,2,2.0,,,,
POL-017267,INS-00210,2023-09-21,2023-06-29,2024-06-28,AL,6,1.6,5,39.7,2.9,,Retail,NY,1,0,2197.93,250,300,20313.93,Monthly,14.79,3,2.0,9999-01-01,-999.0,INVALID,-999.0
POL-017268,INS-00631,2024-04-18,2024-02-16,2025-02-15,AL,8,3.0,10,39.4,1.9,435.5,retail,IL,0,0,0.0,1000,100,15729.97,Monthly,36.01,2,0.0,,,,
POL-017269,INS-00344,2024-06-12,2024-05-07,2025-05-07,AL,7,2.9,12,45.8,9.9,153.5,Service,GA,0,0,0.0,5000,300,11827.54,Quarterly,92.0,0,,,,,
POL-017270,INS-00105,2024-04-16,2023-12-30,2024-12-29,AL,7,5.3,7,48.5,2.1,193.5,Retail,CO,0,1,5504.07,2500,500,5047.6,Annual,70.9,2,1.0,,,,
POL-017271,INS-00539,2023-04-01,2022-12-19,2023-12-19,AL,11,4.5,5,47.1,1.0,257.2,Retail,PA,1,0,16286.29,250,300,6722.56,Annual,46.64,2,1.0,,,,
POL-017272,INS-00586,2024-01-21,2023-10-16,2024-10-15,AL,8,0.9,2,43.8,18.5,219.2,trucking,CO,1,1,16795.3,1000,300,23304.37,Annual,25.38,2,3.0,,,,
POL-017273,INS-00453,2023-06-16,2023-05-16,2024-05-15,AL,8,4.2,6,40.4,4.6,193.4,Trucking,FL,0,0,0.0,1000,1000,12678.04,Quarterly,4.75,1,0.0,,,,
POL-017274,INS-00454,2023-05-25,2023-05-23,2024-05-22,AL,5,4.5,10,,1.9,287.6,Trucking,NC,1,0,,1000,1000,20323.93,Quarterly,24.23,2,0.0,,,,
POL-017275,INS-00347,2023-03-21,2023-01-04,2024-01-04,AL,4,6.7,9,36.1,3.8,63.2,Trucking,PA,1,1,76186.8,1000,300,6846.37,Monthly,,1,0.0,,,,
POL-017276,INS-00542,2024-02-20,2023-12-10,2024-12-09,AL,4,4.2,9,35.7,1.5,83.8,Trucking,NY,0,0,0.0,2500,1000,16176.38,Monthly,39.53,2,,,,,
POL-017277,INS-00710,2024-03-04,2023-11-14,2024-11-13,AL,11,6.5,7,32.3,19.2,371.3,Service,OH,0,1,11884.26,1000,500,12193.15,Annual,98.02,1,0.0,,,,
POL-017278,INS-00451,2023-10-24,2023-04-28,2024-04-27,AL,9,5.1,2,50.5,3.6,287.9,Trucking,NY,0,1,6536.36,500,500,10765.56,Annual,25.03,1,0.0,,,,
POL-017279,INS-00546,2024-06-11,2024-02-09,2025-02-08,AL,10,7.9,12,40.5,7.1,712.8,Trucking,CA,0,0,,2500,1000,7950.18,Annual,90.08,4,0.0,,,,
POL-017280,INS-00358,2023-12-11,2023-08-21,2024-08-20,AL,10,5.3,6,53.5,1.2,154.5,Service,AZ,1,1,5972.98,500,300,13390.2,Annual,91.48,2,0.0,,,,
POL-017281,INS-00289,2023-05-26,2023-03-26,2024-03-25,AL,10,5.8,4,36.8,15.4,104.4,Trucking,FL,0,0,0.0,1000,1000,15700.6,Monthly,72.32,2,0.0,,,,
POL-017282,INS-00549,2023-10-30,2023-09-28,2024-09-27,AL,11,0.7,9,42.5,20.4,264.2,Trucking,IL,1,0,5323.36,250,1000,7404.07,Monthly,38.53,0,4.0,,,,
POL-017283,INS-00016,2023-11-02,2023-08-22,2024-08-21,AL,11,5.6,5,32.6,4.8,130.1,Trucking,GA,0,0,0.0,500,500,18040.67,Monthly,91.12,2,1.0,,,,
POL-017284,INS-00665,2024-06-23,2024-04-04,2025-04-04,AL,7,2.9,6,43.7,5.8,125.1,retail,CO,0,0,0.0,5000,300,18378.11,Quarterly,2.99,0,2.0,9999-01-01,-999.0,INVALID,-999.0
POL-017285,INS-00462,2023-07-18,2023-02-05,2024-02-05,AL,6,5.0,5,43.2,12.2,65.0,Service,CO,1,0,15043.32,5000,500,8777.6,Quarterly,51.5,2,1.0,,,,
POL-017286,INS-00302,2023-12-06,2023-08-05,2024-08-04,AL,7,7.7,5,43.7,8.7,157.9,Service,TX,0,0,0.0,500,100,7840.29,Monthly,78.51,1,0.0,,,,
POL-017287,INS-00602,2023-07-19,2023-06-02,2024-06-01,AL,6,8.1,8,28.7,4.5,281.6,Construction,NC,2,0,3618.59,5000,300,10973.89,Monthly,78.88,1,0.0,,,,
POL-017288,INS-00161,2024-06-14,2024-03-18,2025-03-18,AL,7,5.9,8,37.6,3.0,123.8,service,WA,0,0,0.0,1000,100,17638.63,Quarterly,47.27,2,0.0,,,,
POL-017289,INS-00383,2023-09-29,2023-05-04,2024-05-03,AL,11,2.6,7,45.5,10.6,176.6,Service,WA,1,1,19847.78,2500,300,15520.48,Annual,5.18,1,0.0,,,,
POL-017290,INS-00316,2023-11-12,2023-08-05,2024-08-04,AL,3,3.4,4,48.6,6.0,103.9,Construction,FL,0,1,5479.06,2500,500,3740.57,Monthly,15.93,1,0.0,,,,
POL-017291,INS-00538,2024-04-13,2024-02-18,2025-02-17,AL,11,5.9,5,42.5,11.4,205.8,service,FL,2,0,30391.97,250,1000,23032.81,Annual,80.99,0,1.0,,,,
POL-017292,INS-00324,2024-02-24,2024-01-26,2025-01-25,AL,5,10.9,7,32.2,11.7,190.8,service,PA,0,0,0.0,250,300,8224.47,Quarterly,48.83,1,2.0,,,,
POL-017293,INS-00673,2023-03-07,2023-02-27,2024-02-27,AL,4,6.1,8,38.4,11.7,70.9,Construction,TX,0,0,0.0,2500,100,19689.74,Quarterly,13.68,2,0.0,,,,
POL-017294,INS-00171,2023-01-04,2022-09-19,2023-09-19,AL,16,6.5,3,33.2,3.8,155.8,Retail,AZ,0,1,22743.82,5000,500,16654.77,Monthly,15.89,1,0.0,,,,
POL-017295,INS-00615,2023-07-01,2023-04-15,2024-04-14,AL,6,8.7,6,41.6,1.0,157.2,Trucking,PA,0,0,0.0,1000,500,15004.52,Annual,53.97,3,0.0,,,,
POL-017296,INS-00438,2024-06-29,2024-06-11,2025-06-11,AL,7,12.5,6,41.7,13.2,179.8,trucking,CO,1,0,5907.31,250,500,14663.54,Annual,59.22,1,1.0,,,,
POL-017297,INS-00509,2024-01-01,2023-07-16,2024-07-15,AL,7,5.9,4,30.1,22.6,295.8,Retail,AZ,1,0,,250,300,12706.95,Annual,75.03,1,1.0,,,,
POL-017298,INS-00165,2023-10-07,2023-05-27,2024-05-26,AL,9,2.8,7,,1.0,166.5,Retail,GA,0,2,2382.12,500,300,17893.06,Annual,84.0,1,0.0,,,,
POL-017299,INS-00043,2023-09-06,2023-04-21,2024-04-20,AL,6,9.5,3,29.4,19.1,101.7,trucking,PA,2,0,17589.45,1000,500,5202.66,Monthly,62.45,1,2.0,9999-01-01,-999.0,INVALID,-999.0
POL-017300,INS-00663,2024-06-14,2024-03-19,2025-03-19,AL,5,3.0,9,36.6,3.7,150.8,construction,AZ,0,0,0.0,1000,500,40000.0,,89.43,0,0.0,,,,
POL-017301,INS-00345,2023-06-25,2023-04-08,2024-04-07,AL,9,2.8,7,,3.4,154.4,construction,FL,2,0,,5000,500,6869.23,Annual,94.18,3,1.0,,,,
POL-017302,INS-00196,2023-03-31,2023-01-26,2024-01-26,AL,4,5.2,6,34.6,1.0,112.1,Trucking,PA,1,0,9265.71,1000,500,11255.65,Annual,,2,,,,,
POL-017303,INS-00308,2023-11-07,2023-10-15,2024-10-14,AL,9,0.0,6,61.4,32.4,419.3,Trucking,WA,0,0,0.0,500,1000,19712.71,Annual,76.66,2,1.0,,,,
POL-017304,INS-00214,2023-07-15,2023-03-30,2024-03-29,AL,7,5.2,8,30.5,4.2,195.5,Retail,CA,0,0,0.0,1000,300,11775.28,Quarterly,92.74,1,0.0,,,,
POL-017305,INS-00265,2024-03-05,2023-09-11,2024-09-10,AL,10,7.6,1,23.4,6.2,175.5,Retail,CO,2,1,52436.77,1000,300,27006.87,Monthly,75.36,4,2.0,,,,
POL-017306,INS-00551,2024-04-30,2023-12-30,2024-12-29,AL,10,5.6,4,37.6,11.4,,Trucking,OH,0,2,5405.62,1000,1000,6287.46,Annual,25.58,2,4.0,,,,
POL-017307,INS-00615,2023-05-28,2022-12-06,2023-12-06,AL,13,5.5,7,29.9,2.4,198.1,Retail,FL,2,1,9591.13,250,300,27907.08,Monthly,88.14,4,4.0,,,,
