policy_id,insured_id,snapshot_date,policy_effective_date,policy_expiration_date,coverage_type,vehicle_count,vehicle_avg_age,driver_count,driver_avg_age,years_in_business,prior_year_mileage_000,business_type,state,prior_apd_claim_count,prior_al_claim_count,prior_loss_amount,deductible,coverage_limit_000,annual_premium,payment_frequency,risk_score_external,has_safety_program,num_heavy_vehicles,late_payment_count,claim_count,total_loss_amount,first_claim_reported_date,claim_paid_amount_current_period,claim_status_current_period,days_to_first_claim_report
POL-001338,INS-02562,2020-11-20,2020-11-20,2021-11-20,APD,11,4.0,13,42.4,40.0,351.9,Trucking,WA,0,1,13429.37,1000,100,5324.95,,57.0,1,3,,1,18987.14,2021-01-23,15422.52,Open,64.0
POL-003902,INS-00698,2022-11-08,2022-06-13,2023-06-13,APD,6,1.0,5,42.1,6.6,244.3,retail,PA,2,0,36475.78,1000,500,9919.1,Monthly,17.3,1,2,2.0,0,0.0,,0.0,No Claim,
POL-005042,INS-01489,2020-06-27,2020-04-05,2021-04-05,APD,9,4.8,4,54.1,10.9,155.6,Construction,GA,0,0,0.0,250,300,24254.49,Quarterly,32.06,0,0,4.0,0,0.0,,0.0,No Claim,
POL-008253,INS-02796,2020-07-24,2020-05-30,2021-05-30,AL,11,1.9,6,40.0,2.4,284.1,Construction,WA,0,1,11586.48,2500,500,12292.7,Monthly,79.32,1,4,1.0,0,0.0,,0.0,No Claim,
POL-013984,INS-00681,2020-05-29,2019-12-15,2020-12-14,AL,7,9.4,3,41.6,11.9,86.3,Construction,FL,0,1,5232.55,1000,300,7392.43,Annual,60.1,0,3,0.0,0,0.0,,0.0,No Claim,
POL-005040,INS-00574,2020-08-23,2020-08-18,2021-08-18,APD,9,5.6,5,39.2,5.2,971.2,Service,WA,0,0,0.0,500,100,12351.6,Quarterly,10.56,1,2,,0,0.0,,0.0,No Claim,
POL-002347,INS-02548,2020-12-24,2020-09-13,2021-09-13,APD,8,6.1,10,51.2,34.2,224.1,construction,CO,1,0,5594.45,2500,300,13743.82,Annual,14.92,1,2,2.0,0,0.0,,0.0,No Claim,
POL-014009,INS-00665,2022-04-20,2021-11-27,2022-11-27,AL,10,2.7,5,43.3,13.7,196.6,other,AZ,0,1,16202.33,5000,100,7570.84,Annual,95.07,1,1,,0,0.0,,0.0,No Claim,
POL-005486,INS-03378,2020-07-10,2020-02-09,2021-02-08,APD,5,0.5,4,44.1,16.5,51.4,SERVICE,FL,2,0,8847.49,500,100,5091.14,Quarterly,82.78,0,0,,0,0.0,,0.0,No Claim,
POL-013378,INS-03117,2020-09-03,2020-07-15,2021-07-15,AL,6,5.0,4,39.4,6.2,72.7,Other,GA,1,1,20431.3,500,300,19072.25,Annual,42.87,1,2,2.0,0,0.0,,0.0,No Claim,
POL-005695,INS-00657,2021-10-05,2021-04-27,2022-04-27,APD,14,5.2,8,36.2,2.9,232.8,Service,TX,1,0,4301.66,250,1000,6960.35,Monthly,56.23,0,1,0.0,0,0.0,,0.0,No Claim,
POL-005120,INS-01276,2020-02-03,2019-09-29,2020-09-28,APD,9,5.0,7,45.4,24.8,127.5,Retail,CO,1,1,29432.06,250,100,11321.36,Monthly,51.5,0,1,1.0,0,0.0,,0.0,No Claim,
POL-005167,INS-03410,2022-03-01,2021-12-08,2022-12-08,APD,8,2.3,8,29.1,3.3,290.3,Construction,CA,0,0,0.0,250,500,6775.39,Quarterly,48.04,0,4,2.0,0,0.0,,0.0,No Claim,
POL-001135,INS-00129,2021-11-03,2021-06-10,2022-06-10,APD,7,6.8,3,42.3,4.8,97.0,trucking,CO,0,0,0.0,250,500,6660.8,Quarterly,,1,2,0.0,0,0.0,,0.0,No Claim,
POL-008343,INS-03569,2020-04-20,2019-12-29,2020-12-28,AL,9,7.2,5,54.7,4.7,201.9,Trucking,TX,0,1,22416.15,250,500,10781.21,Annual,47.04,1,3,0.0,0,0.0,,0.0,No Claim,
POL-013645,INS-00193,2022-10-26,2022-07-24,2023-07-24,AL,5,7.7,3,41.7,1.0,90.1,TRUCKING,AZ,2,0,17120.9,250,100,16690.81,Monthly,45.61,1,0,2.0,0,0.0,,0.0,No Claim,
POL-010279,INS-03474,2021-08-21,2021-07-26,2022-07-26,AL,12,3.2,6,,1.0,222.9,Trucking,AZ,0,1,5230.39,1000,300,12281.41,Monthly,10.0,1,5,0.0,0,0.0,,0.0,No Claim,
POL-004018,INS-00999,2020-06-16,2020-05-04,2021-05-04,APD,6,1.2,7,35.1,17.4,94.5,Retail,OH,0,0,0.0,500,100,7793.53,Quarterly,27.35,0,0,0.0,0,0.0,,0.0,No Claim,
POL-010600,INS-02260,2021-04-16,2020-12-03,2021-12-03,AL,12,5.3,8,40.6,1.0,157.7,Service,NC,1,1,15129.32,1000,1000,20074.4,Quarterly,74.14,1,3,1.0,0,0.0,,0.0,No Claim,
POL-002425,INS-01538,2021-01-16,2021-01-05,2022-01-05,APD,8,7.8,5,44.6,2.6,166.2,Service,NY,1,1,24071.28,1000,500,2115.38,Annual,31.21,0,2,2.0,0,0.0,,0.0,No Claim,
POL-004139,INS-01983,2022-08-22,2022-06-27,2023-06-27,APD,8,0.0,6,35.1,4.9,136.1,Trucking,GA,0,0,0.0,500,100,12030.3,Annual,77.07,1,0,4.0,0,0.0,,0.0,No Claim,
POL-000860,INS-00103,2022-05-27,2021-12-17,2022-12-17,APD,6,1.2,6,28.9,1.0,380.9,Construction,NY,0,0,0.0,250,300,9859.25,Annual,97.92,0,1,0.0,0,0.0,,0.0,No Claim,
POL-002963,INS-02041,2022-12-01,2022-11-28,2023-11-28,APD,8,6.9,7,43.9,1.0,178.3,Service,TX,0,0,0.0,1000,500,7973.9,Quarterly,65.33,0,1,0.0,0,0.0,,0.0,No Claim,
POL-008090,INS-02980,2020-09-03,2020-07-20,2021-07-20,AL,8,4.0,8,,7.5,82.5,Retail,AZ,1,0,10067.09,2500,500,11618.57,Monthly,81.01,1,2,0.0,0,0.0,,0.0,No Claim,
POL-012838,INS-00420,2022-08-19,2022-03-03,2023-03-03,AL,4,4.9,6,39.9,7.1,145.0,Trucking,FL,0,0,0.0,2500,500,8327.24,Monthly,65.41,1,1,0.0,0,0.0,,0.0,No Claim,
POL-011647,INS-00528,2020-03-15,2020-01-15,2021-01-14,AL,11,3.0,3,44.1,6.5,243.0,Construction,IL,0,1,8871.2,500,1000,7894.29,Annual,,0,2,,0,0.0,,0.0,No Claim,
POL-012908,INS-02447,2022-07-28,2022-05-20,2023-05-20,AL,3,5.4,3,53.5,12.0,58.9,service,CA,0,0,0.0,5000,500,23136.54,Annual,15.16,0,1,,0,0.0,,0.0,No Claim,
POL-013966,INS-01214,2022-09-20,2022-09-15,2023-09-15,AL,4,4.7,8,37.9,12.3,99.1,Service,FL,0,0,0.0,5000,500,9904.53,Quarterly,87.93,0,0,2.0,0,0.0,,0.0,No Claim,
POL-001365,INS-01812,2021-08-30,2021-04-08,2022-04-08,APD,15,7.8,8,35.2,8.4,360.5,Retail,AZ,0,1,3841.27,5000,1000,8817.97,Annual,58.38,0,5,0.0,2,5142.09,2021-10-14,4884.61,Open,45.0
POL-013330,INS-02575,2020-12-19,2020-10-05,2021-10-05,AL,7,4.8,5,33.7,10.0,285.6,construction,CA,0,0,0.0,250,300,5470.86,Monthly,86.22,0,2,0.0,0,0.0,,0.0,No Claim,
POL-001780,INS-02854,2022-01-19,2021-12-11,2022-12-11,APD,5,4.2,4,46.4,16.4,193.6,other,NY,0,0,0.0,500,500,6185.1,Quarterly,50.65,0,1,1.0,0,0.0,,0.0,No Claim,
POL-013951,INS-03571,2020-07-25,2020-02-23,2021-02-22,AL,6,2.9,8,42.4,13.8,133.7,Retail,NY,0,2,21666.67,500,1000,31727.7,Monthly,19.66,1,2,4.0,0,0.0,,0.0,No Claim,
POL-002102,INS-00411,2022-01-01,2021-10-15,2022-10-15,APD,4,4.6,3,49.5,2.0,169.9,Service,PA,0,0,0.0,2500,300,3973.77,Monthly,49.45,0,1,0.0,0,0.0,,0.0,No Claim,
POL-001819,INS-01883,2020-05-28,2020-03-08,2021-03-08,APD,8,5.9,6,25.9,7.1,216.1,Retail,IL,1,0,15755.97,500,100,19205.03,Quarterly,16.08,1,0,0.0,1,4317.81,2020-07-23,3539.88,Closed,56.0
POL-000370,INS-00193,2022-04-25,2022-01-26,2023-01-26,APD,10,9.8,5,33.3,7.2,196.4,Construction,CO,2,0,30293.23,2500,500,3557.9,Annual,18.83,0,2,1.0,1,4709.26,2022-06-10,4449.64,Open,46.0
POL-004938,INS-01028,2021-10-09,2021-09-04,2022-09-04,APD,6,3.8,3,25.9,16.8,231.3,TRUCKING,WA,1,0,,1000,300,9381.55,Monthly,42.02,1,0,1.0,0,0.0,,0.0,No Claim,
POL-005286,INS-02285,2021-09-21,2021-07-26,2022-07-26,APD,7,10.0,6,47.3,3.1,362.8,trucking,WA,0,1,2162.2,2500,300,16433.82,Quarterly,32.68,1,2,4.0,0,0.0,,0.0,No Claim,
POL-008368,INS-02216,2020-06-25,2020-02-14,2021-02-13,AL,6,2.9,6,29.8,1.1,168.7,construction,WA,0,1,10950.72,2500,1000,5294.46,,,0,5,0.0,0,0.0,,0.0,No Claim,
POL-012206,INS-01947,2022-10-06,2022-08-10,2023-08-10,AL,7,4.4,5,50.6,1.0,379.1,Trucking,WA,0,0,,1000,1000,27117.4,Monthly,81.33,1,1,0.0,0,0.0,,0.0,No Claim,
POL-007072,INS-02379,2022-05-20,2021-12-07,2022-12-07,APD,10,1.6,5,39.7,5.7,244.4,service,NY,0,0,0.0,2500,100,5111.27,Quarterly,55.15,0,3,1.0,0,0.0,,0.0,No Claim,
POL-002094,INS-02302,2020-08-04,2020-07-02,2021-07-02,APD,21,2.4,7,48.0,12.0,783.6,Retail,NY,0,1,10120.41,250,100,7615.64,Annual,23.49,1,3,0.0,0,0.0,,0.0,No Claim,
POL-007818,INS-03191,2021-09-17,2021-04-29,2022-04-29,AL,9,8.6,4,35.9,1.2,149.1,Construction,CA,0,0,0.0,2500,1000,9957.12,Annual,69.67,0,1,1.0,0,0.0,,0.0,No Claim,
POL-001921,INS-03345,2021-03-06,2020-12-12,2021-12-12,APD,8,0.0,9,35.6,9.5,227.8,Retail,OH,1,0,5090.72,5000,1000,11979.85,Annual,91.72,1,2,0.0,0,0.0,,0.0,No Claim,
POL-000083,INS-00642,2020-06-24,2020-02-22,2021-02-21,APD,12,9.4,5,53.5,8.0,553.6,Retail,CA,0,2,9417.13,2500,100,13103.18,Monthly,74.88,0,3,4.0,1,4108.61,2020-08-16,3775.14,Under Review,53.0
POL-007332,INS-01450,2021-04-04,2020-11-05,2021-11-05,APD,9,2.8,4,44.2,4.7,221.3,Trucking,FL,0,1,7790.33,500,300,6869.54,Annual,59.66,0,5,0.0,0,0.0,,0.0,No Claim,
POL-007305,INS-01285,2022-09-24,2022-08-25,2023-08-25,APD,8,4.2,9,41.9,2.1,197.6,Construction,GA,0,0,0.0,250,100,15284.79,Quarterly,8.69,0,2,0.0,0,0.0,,0.0,No Claim,
POL-000817,INS-02195,2020-02-17,2019-10-18,2020-10-17,APD,9,6.8,5,43.6,17.1,333.3,Retail,CO,0,1,20028.59,250,500,7905.63,Annual,53.08,1,2,0.0,0,0.0,,0.0,No Claim,
POL-011673,INS-00546,2022-01-19,2021-10-08,2022-10-08,AL,2,4.2,11,35.6,4.8,56.0,Service,CA,0,0,0.0,500,1000,16787.66,Monthly,88.18,1,0,0.0,0,0.0,,0.0,No Claim,
POL-004397,INS-01859,2020-11-18,2020-08-15,2021-08-15,APD,8,7.0,7,37.5,15.9,499.6,Construction,PA,0,0,0.0,5000,100,5877.93,Monthly,63.16,1,1,2.0,0,0.0,,0.0,No Claim,
POL-008476,INS-02520,2021-05-24,2021-03-02,2022-03-02,AL,21,2.4,7,56.2,2.9,63.3,Trucking,WA,1,2,137306.86,2500,500,16076.45,Annual,34.81,0,9,0.0,0,0.0,,0.0,No Claim,
POL-006125,INS-03545,2020-05-31,2020-05-17,2021-05-17,APD,4,4.0,8,42.3,7.8,78.1,Retail,NC,0,0,0.0,1000,500,2888.23,Monthly,97.34,1,1,1.0,0,0.0,,0.0,No Claim,
POL-004121,INS-00417,2022-03-05,2021-10-10,2022-10-10,APD,8,5.1,6,34.9,7.9,98.2,Retail,WA,1,0,8424.96,250,300,12130.77,Monthly,86.18,0,2,1.0,0,0.0,,0.0,No Claim,
POL-011983,INS-03427,2020-09-25,2020-07-12,2021-07-12,AL,7,4.9,9,29.9,21.4,107.1,Construction,PA,1,0,3790.63,5000,500,9627.37,Monthly,34.82,0,1,2.0,0,0.0,,0.0,No Claim,
POL-013379,INS-01674,2020-06-08,2020-04-13,2021-04-13,AL,5,8.5,6,38.7,29.3,94.4,Construction,NY,1,0,58618.45,2500,300,26007.48,Annual,14.65,1,2,0.0,0,0.0,,0.0,No Claim,
POL-001814,INS-01043,2021-06-26,2021-01-19,2022-01-19,APD,13,3.2,8,62.1,7.2,257.4,Service,IL,1,0,6742.17,1000,500,4666.57,Annual,97.81,1,2,0.0,0,0.0,,0.0,No Claim,
POL-001272,INS-00276,2020-04-29,2019-11-17,2020-11-16,APD,8,8.3,12,,2.0,136.6,Construction,IL,0,0,0.0,5000,100,12952.45,Quarterly,79.53,1,4,0.0,0,0.0,,0.0,No Claim,
POL-008752,INS-03229,2021-10-24,2021-06-29,2022-06-29,AL,13,5.6,10,38.5,13.4,244.9,Retail,TX,0,0,0.0,5000,300,-5780.46,Annual,30.62,1,3,1.0,0,0.0,,0.0,No Claim,
POL-002995,INS-03122,2022-04-23,2022-02-07,2023-02-07,APD,7,5.0,5,39.5,6.6,243.5,trucking,CO,0,0,0.0,2500,500,3152.37,Annual,40.84,1,0,0.0,1,5427.48,2022-06-02,4505.95,Closed,40.0
POL-011472,INS-03733,2021-07-29,2021-03-23,2022-03-23,AL,4,3.6,11,48.2,12.4,201.8,Trucking,WA,0,0,0.0,1000,500,16474.84,Monthly,32.0,0,3,2.0,0,0.0,,0.0,No Claim,
POL-006410,INS-02737,2022-10-13,2022-06-06,2023-06-06,APD,6,6.7,4,39.2,6.1,223.9,trucking,FL,1,0,4761.38,5000,500,3820.99,Annual,53.9,0,2,2.0,0,0.0,,0.0,No Claim,
POL-011674,INS-02069,2022-06-19,2022-05-01,2023-05-01,AL,6,6.2,5,40.4,3.3,115.7,Trucking,CA,0,0,0.0,250,500,18843.97,Quarterly,33.54,1,1,0.0,0,0.0,,0.0,No Claim,
POL-002643,INS-00274,2020-08-10,2020-05-28,2021-05-28,APD,7,3.4,5,,26.3,97.2,Retail,WA,1,1,13259.76,500,100,12086.39,Annual,92.7,0,1,3.0,0,0.0,,0.0,No Claim,
POL-009281,INS-02743,2020-12-17,2020-07-20,2021-07-20,AL,6,2.4,3,37.2,6.6,64.8,Other,PA,1,0,30199.18,2500,300,8935.38,Quarterly,12.41,0,0,0.0,0,0.0,,0.0,No Claim,
POL-013851,INS-01985,2021-06-28,2021-05-08,2022-05-08,AL,8,6.9,2,43.6,9.4,,construction,PA,0,1,17266.42,5000,500,15033.05,Quarterly,76.95,1,1,0.0,0,0.0,,0.0,No Claim,
POL-002306,INS-00318,2020-04-15,2020-03-14,2021-03-14,APD,11,7.7,10,49.3,23.7,170.8,Service,NY,1,0,56374.82,500,500,13719.38,Monthly,77.49,0,0,0.0,0,0.0,,0.0,No Claim,
POL-010974,INS-01601,2021-07-22,2021-03-27,2022-03-27,AL,5,8.1,3,36.8,40.0,,retail,CO,0,0,0.0,250,500,6689.6,Annual,84.21,1,0,2.0,0,0.0,,0.0,No Claim,
POL-012868,INS-00290,2021-01-18,2020-12-02,2021-12-02,AL,10,4.0,6,49.2,1.2,138.0,Retail,NY,1,0,10111.5,500,500,10951.13,Monthly,6.97,0,0,3.0,0,0.0,,0.0,No Claim,
POL-004196,INS-00317,2021-06-25,2021-05-17,2022-05-17,APD,7,6.3,4,,5.7,252.9,Trucking,NY,1,1,3854.83,250,500,5065.19,Quarterly,64.85,0,2,2.0,0,0.0,,0.0,No Claim,
POL-012586,INS-00082,2021-08-18,2021-04-17,2022-04-17,AL,8,5.3,4,39.7,6.0,157.4,Trucking,NC,1,1,10987.82,500,300,5705.92,Monthly,21.65,0,1,2.0,2,1610346.58,2021-10-01,1398003.05,Open,44.0
POL-003850,INS-00605,2020-09-02,2020-06-02,2021-06-02,APD,6,5.2,3,48.8,3.2,144.8,Trucking,NC,1,0,15721.12,250,300,7473.11,Quarterly,13.82,0,0,1.0,0,0.0,,0.0,No Claim,
POL-014848,INS-03726,2021-02-01,2021-01-13,2022-01-13,AL,7,4.3,4,,6.3,325.7,Construction,CO,0,0,0.0,2500,1000,5411.73,Annual,23.55,1,0,1.0,0,0.0,,0.0,No Claim,
POL-013046,INS-00480,2020-08-06,2020-03-30,2021-03-30,AL,10,3.2,5,53.4,6.3,270.2,Service,PA,1,0,,500,300,12795.26,Monthly,58.42,0,0,1.0,0,0.0,,0.0,No Claim,
POL-014434,INS-03624,2021-09-23,2021-04-17,2022-04-17,AL,7,4.8,4,38.5,4.0,67.5,Retail,OH,1,0,3600.51,5000,300,21338.32,Quarterly,89.7,0,1,1.0,0,0.0,,0.0,No Claim,
POL-003555,INS-03568,2021-03-29,2021-03-05,2022-03-05,APD,6,3.5,9,33.6,1.0,90.6,Trucking,CA,0,0,0.0,2500,300,3608.83,Annual,0.61,1,3,0.0,0,0.0,,0.0,No Claim,
POL-002196,INS-02682,2022-06-12,2022-02-14,2023-02-14,APD,8,8.0,6,43.8,1.6,184.6,Retail,OH,0,0,0.0,250,500,7690.04,Annual,14.33,0,1,1.0,0,0.0,,0.0,No Claim,
POL-002601,INS-03282,2022-08-03,2022-03-11,2023-03-11,APD,6,8.0,7,43.1,2.0,254.6,Construction,WA,0,1,9735.98,500,300,4219.42,Annual,8.31,0,1,2.0,0,0.0,,0.0,No Claim,
POL-006164,INS-00126,2020-05-04,2020-01-14,2021-01-13,APD,8,5.5,3,45.6,6.6,321.3,TRUCKING,TX,1,1,19010.87,1000,1000,7609.09,Annual,72.33,0,0,0.0,0,0.0,,0.0,No Claim,
POL-001519,INS-03144,2021-06-25,2021-06-03,2022-06-03,APD,10,8.1,5,39.7,2.0,227.1,Service,GA,0,0,0.0,5000,300,3692.09,Quarterly,54.97,1,3,0.0,0,0.0,,0.0,No Claim,
POL-010603,INS-02763,2020-05-04,2020-01-01,2020-12-31,AL,8,1.6,11,43.2,3.5,157.5,Service,FL,1,1,16761.53,5000,1000,14250.19,Annual,32.97,1,3,1.0,0,0.0,,0.0,No Claim,
POL-011044,INS-02866,2022-04-15,2022-01-12,2023-01-12,AL,16,1.8,4,28.0,1.0,243.8,Construction,CA,4,0,27711.09,250,300,6052.95,Monthly,75.39,0,3,0.0,0,0.0,,0.0,No Claim,
POL-006310,INS-01235,2020-07-22,2020-04-28,2021-04-28,APD,16,2.2,8,34.5,2.5,367.8,Service,OH,1,1,34038.18,2500,300,8006.99,Monthly,35.48,1,3,0.0,0,0.0,,0.0,No Claim,
POL-005756,INS-01052,2021-03-15,2020-12-01,2021-12-01,APD,6,10.6,9,43.5,9.6,159.5,Service,WA,0,0,0.0,500,100,5474.26,Monthly,26.14,0,2,0.0,0,0.0,,0.0,No Claim,
POL-005634,INS-02505,2020-11-05,2020-07-25,2021-07-25,APD,12,6.9,9,39.7,1.3,115.1,Trucking,IL,2,2,37554.8,500,500,3989.38,Monthly,65.79,0,3,0.0,0,0.0,,0.0,No Claim,
POL-008400,INS-02697,2020-10-02,2020-08-08,2021-08-08,AL,7,5.9,7,37.0,4.9,130.5,Service,IL,0,0,0.0,1000,1000,17617.8,Monthly,40.03,1,0,0.0,0,0.0,,0.0,No Claim,
POL-014039,INS-01229,2021-05-21,2020-12-30,2021-12-30,AL,8,5.9,5,51.5,11.2,,Retail,AZ,0,0,0.0,250,500,22541.99,Monthly,42.96,1,3,1.0,1,34529.88,2021-06-30,23404.14,Open,40.0
POL-007163,INS-00962,2021-11-16,2021-11-02,2022-11-02,APD,9,7.4,7,43.8,4.4,327.4,Construction,AZ,1,0,12092.02,500,1000,10074.33,Quarterly,7.09,0,1,0.0,0,0.0,,0.0,No Claim,
POL-011359,INS-03524,2020-10-11,2020-05-07,2021-05-07,AL,8,4.2,7,43.6,1.0,129.2,Service,TX,0,0,0.0,500,500,6617.2,Monthly,91.09,0,2,0.0,0,0.0,,0.0,No Claim,
POL-011073,INS-01773,2022-12-09,2022-06-30,2023-06-30,AL,8,5.4,5,42.8,1.0,211.8,Trucking,TX,1,0,11145.79,5000,500,6804.59,Quarterly,19.33,1,1,2.0,0,0.0,,0.0,No Claim,
POL-001989,INS-03172,2020-08-18,2020-05-11,2021-05-11,APD,10,6.3,10,34.6,5.2,124.4,Other,CA,0,0,0.0,250,100,10248.88,Quarterly,,0,1,1.0,0,0.0,,0.0,No Claim,
POL-009534,INS-01604,2022-01-19,2022-01-13,2023-01-13,AL,4,0.0,5,39.2,3.7,41.1,CONSTRUCTION,AZ,0,0,0.0,2500,500,18652.78,Annual,10.61,0,1,1.0,0,0.0,,0.0,No Claim,
POL-007738,INS-02937,2020-12-27,2020-09-05,2021-09-05,AL,3,2.4,10,28.6,36.6,41.8,Retail,FL,0,0,0.0,1000,300,14608.36,Quarterly,42.93,0,1,0.0,0,0.0,,0.0,No Claim,
POL-000518,INS-03305,2020-03-13,2020-02-13,2021-02-12,APD,7,2.8,7,45.6,17.7,262.1,RETAIL,WA,0,0,0.0,500,100,18175.32,Quarterly,5.57,1,1,1.0,0,0.0,,0.0,No Claim,
POL-006161,INS-00495,2020-09-18,2020-05-06,2021-05-06,APD,10,7.3,7,42.2,4.9,95.7,Construction,FL,0,0,0.0,250,300,7528.31,Quarterly,11.54,1,3,1.0,0,0.0,,0.0,No Claim,
POL-011284,INS-00688,2020-04-17,2020-02-08,2021-02-07,AL,9,3.2,5,49.0,22.3,204.4,Construction,TX,0,2,,5000,500,11537.25,Monthly,68.57,0,3,2.0,0,0.0,,0.0,No Claim,
POL-013700,INS-02340,2022-05-11,2022-02-11,2023-02-11,AL,12,8.8,2,21.0,1.1,229.7,Trucking,NY,0,0,0.0,1000,300,3754.77,Monthly,77.52,1,1,0.0,0,0.0,,0.0,No Claim,
POL-013223,INS-02851,2021-01-28,2020-11-21,2021-11-21,AL,1,7.1,2,44.5,9.6,10.0,TRUCKING,GA,0,0,0.0,5000,1000,16173.12,Annual,3.47,1,0,0.0,0,0.0,,0.0,No Claim,
POL-010891,INS-02785,2021-04-01,2020-12-05,2021-12-05,AL,5,2.7,5,46.8,4.6,105.7,Retail,GA,0,0,0.0,2500,100,12053.24,Quarterly,98.31,1,3,1.0,0,0.0,,0.0,No Claim,
POL-009608,INS-03712,2021-11-18,2021-06-15,2022-06-15,AL,8,6.5,10,46.6,1.0,267.8,Trucking,NC,1,1,7674.07,2500,500,20222.72,Monthly,39.16,0,1,0.0,0,0.0,,0.0,No Claim,
POL-004457,INS-00893,2021-10-09,2021-05-12,2022-05-12,APD,4,8.0,5,54.4,1.0,,Other,CO,0,0,0.0,1000,300,6612.06,Monthly,96.07,0,2,1.0,0,0.0,,0.0,No Claim,
POL-002762,INS-02698,2021-04-17,2021-02-23,2022-02-23,APD,10,1.3,6,42.8,8.9,337.4,retail,OH,0,0,0.0,2500,500,7831.15,Annual,73.67,0,1,0.0,0,0.0,,0.0,No Claim,
POL-006482,INS-02474,2022-09-10,2022-08-18,2023-08-18,APD,8,2.1,10,46.1,3.7,117.6,SERVICE,WA,1,0,2508.97,2500,100,5782.47,Monthly,12.68,0,3,0.0,0,0.0,,0.0,No Claim,
POL-005912,INS-03523,2021-01-03,2020-10-07,2021-10-07,APD,3,4.7,10,39.5,2.6,24.9,Retail,AZ,0,0,0.0,2500,300,14439.21,Quarterly,48.29,1,0,1.0,0,0.0,,0.0,No Claim,
POL-013621,INS-03734,2021-12-08,2021-07-22,2022-07-22,AL,5,4.5,8,54.4,11.3,,Trucking,WA,0,0,0.0,5000,300,17440.33,Monthly,48.36,1,0,0.0,0,0.0,,0.0,No Claim,
POL-006548,INS-01215,2022-02-16,2021-11-22,2022-11-22,APD,3,6.5,8,30.5,18.0,46.5,Retail,FL,0,1,26353.31,250,500,9112.44,Quarterly,43.53,0,1,0.0,0,0.0,,0.0,No Claim,
POL-004856,INS-00345,2022-01-27,2021-11-24,2022-11-24,APD,5,4.1,9,49.3,10.5,135.3,service,AZ,0,0,0.0,2500,300,5667.78,Quarterly,55.17,0,0,1.0,0,0.0,,0.0,No Claim,
POL-007645,INS-00108,2021-04-19,2021-02-09,2022-02-09,AL,12,4.2,5,48.2,16.9,213.0,CONSTRUCTION,NC,2,0,,5000,300,5929.54,Monthly,36.98,1,0,2.0,1,9412.42,2021-05-25,6175.52,Closed,36.0
POL-013437,INS-03663,2020-06-12,2019-12-30,2020-12-29,AL,7,8.4,3,48.8,13.0,383.3,service,WA,0,1,4997.42,2500,1000,17378.76,Annual,41.3,0,1,0.0,0,0.0,,0.0,No Claim,
POL-014603,INS-02652,2020-02-28,2020-02-08,2021-02-07,AL,6,8.7,3,50.4,1.0,92.5,Retail,FL,2,0,6146.62,2500,300,8974.25,Annual,37.78,0,1,,0,0.0,,0.0,No Claim,
POL-006359,INS-00249,2020-02-10,2020-02-02,2021-02-01,APD,5,9.4,3,28.2,1.1,110.7,Construction,GA,0,0,0.0,250,1000,10314.44,Quarterly,58.78,1,2,0.0,0,0.0,,0.0,No Claim,
POL-009742,INS-01260,2020-04-23,2020-03-07,2021-03-07,AL,6,9.1,7,45.6,14.2,105.7,OTHER,PA,1,0,1845.25,5000,500,19664.33,Quarterly,57.35,1,1,0.0,0,0.0,,0.0,No Claim,
POL-002439,INS-03655,2022-07-13,2022-03-24,2023-03-24,APD,12,4.6,6,,40.0,387.4,Construction,NY,0,1,11538.51,1000,100,16657.01,Annual,30.45,1,1,0.0,0,0.0,,0.0,No Claim,
POL-003766,INS-02767,2021-03-23,2021-01-07,2022-01-07,APD,7,5.2,2,27.0,3.9,127.2,Retail,TX,1,0,3897.76,250,500,12003.65,Monthly,21.65,0,1,2.0,1,7342.01,2021-05-05,6447.68,Closed,43.0
POL-006433,INS-02057,2020-10-05,2020-08-26,2021-08-26,APD,10,5.5,12,42.1,10.2,77.1,Retail,IL,1,0,,1000,500,4849.2,Quarterly,68.71,0,3,,0,0.0,,0.0,No Claim,
POL-008644,INS-00613,2020-03-23,2019-11-05,2020-11-04,AL,7,2.6,9,63.7,20.0,250.3,Trucking,CO,0,1,35552.65,250,300,18205.36,Monthly,15.36,0,1,,1,115117.56,2020-05-06,89743.8,Open,44.0
POL-007847,INS-01806,2020-11-20,2020-10-24,2021-10-24,AL,7,5.4,5,38.0,6.1,380.4,TRUCKING,TX,1,0,10380.48,1000,500,23760.92,Monthly,65.32,1,0,3.0,0,0.0,,0.0,No Claim,
POL-010728,INS-00992,2020-12-31,2020-07-08,2021-07-08,AL,10,8.1,9,40.1,6.6,354.5,trucking,GA,2,1,17331.14,5000,300,6203.22,Monthly,85.18,0,1,0.0,0,0.0,,0.0,No Claim,
POL-009666,INS-02289,2021-09-28,2021-07-29,2022-07-29,AL,6,6.3,6,36.9,1.2,77.7,Construction,NY,1,0,3456.9,250,500,24348.99,Annual,44.26,0,0,1.0,0,0.0,,0.0,No Claim,
POL-013537,INS-01992,2021-08-11,2021-04-28,2022-04-28,AL,8,3.8,2,38.2,1.2,109.6,construction,NC,1,0,19061.33,1000,500,8238.01,Annual,70.73,0,0,0.0,0,0.0,,0.0,No Claim,
POL-006341,INS-01175,2020-11-21,2020-08-04,2021-08-04,APD,11,5.7,8,42.8,4.2,224.2,Retail,NY,1,0,42686.63,250,100,4384.55,Quarterly,17.03,0,2,4.0,0,0.0,,0.0,No Claim,
